n,d,repeat,elapsed,rank,T_over_rank,T_over_nk,T_over_nk2
2500,16,0,114.608999967575,1656,6.920833331375e-02,2.768333332550e-05,-6.609155030891e-08
2500,32,2,113.891999959946,1678,6.787365909413e-02,2.714946363765e-05,-7.344437596947e-08
2500,32,1,114.417999982834,1681,6.806543722953e-02,2.722617489181e-05,-7.500202754360e-08
2500,32,3,116.534999847412,1690,6.895562121149e-02,2.758224848459e-05,-8.038645129465e-08
2500,32,0,124.571999788284,1737,7.171675290057e-02,2.868670116023e-05,-1.189785683853e-07
2600,2,0,0.165999889374,7,2.371426991054e-02,9.120873042515e-06,1.302981863216e-06
2600,2,1,0.274000167847,10,2.740001678467e-02,1.053846799410e-05,1.053846799410e-06
2600,2,2,0.399999856949,25,1.599999427795e-02,6.153843953059e-06,2.461537581224e-07
2600,2,3,0.427999973297,31,1.380645075152e-02,5.310173365969e-06,1.712959150313e-07
2600,4,3,1.723000049591,120,1.435833374659e-02,5.522436056382e-06,4.602030046985e-08
2600,4,0,2.012000083923,123,1.635772425954e-02,6.291432407515e-06,5.114985697167e-08
2600,4,1,2.743999958038,225,1.219555536906e-02,4.690598218869e-06,2.084710319497e-08
2600,4,2,3.245999813080,255,1.272941103169e-02,4.895927319879e-06,1.919971497992e-08
2600,8,1,17.747999906540,642,2.764485966751e-02,1.063263833366e-05,1.656174195274e-08
2600,8,2,85.625999927521,1484,5.769946086760e-02,2.219210033369e-05,5.984073060130e-08
2600,8,0,87.378999948502,1519,5.752402893252e-02,2.212462651251e-05,5.127360127671e-08
2600,8,3,96.674999952316,1532,6.310378586966e-02,2.427068687295e-05,5.349154088801e-08
2600,16,1,97.960999965668,1597,6.134063867606e-02,2.359255333695e-05,-5.000890327334e-08
2600,16,2,108.779000043869,1670,6.513712577477e-02,2.505274068260e-05,-8.125144864932e-08
2600,16,0,115.978000164032,1708,6.790281040049e-02,2.611646553865e-05,-1.153954617174e-07
2600,16,3,116.009000062943,1733,6.694114256373e-02,2.574659329374e-05,-1.484662087061e-07
2600,32,3,121.650000095367,1754,6.935575832119e-02,2.667529166200e-05,-2.058400044367e-07
2600,32,2,129.423000097275,1788,7.238422824232e-02,2.784008778551e-05,-4.657510820249e-07
2600,32,0,130.509999990463,1799,7.254585880515e-02,2.790225338660e-05,-7.445291624643e-07
2600,32,1,131.552999973297,1804,7.292294898742e-02,2.804728807208e-05,-1.024133404174e-06
2700,2,3,0.191999912262,7,2.742855889457e-02,1.015872551651e-05,1.451246502358e-06
2700,2,2,0.249000072479,10,2.490000724792e-02,9.222224906639e-06,9.222224906639e-07
2700,2,1,0.523999929428,29,1.806896308373e-02,6.692208549529e-06,2.307658120527e-07
2700,2,0,0.953999996185,75,1.271999994914e-02,4.711111092273e-06,6.281481456364e-08
2700,4,0,0.898999929428,69,1.302898448447e-02,4.825549809061e-06,6.993550447915e-08
2700,4,2,1.201000213623,83,1.446988209184e-02,5.359215589572e-06,6.456886252496e-08
2700,4,1,3.294999837875,257,1.282101104232e-02,4.748522608265e-06,1.847674166640e-08
2700,4,3,3.556999921799,266,1.337218015714e-02,4.952659317459e-06,1.861901999045e-08
2700,8,2,19.182999849319,638,3.006739788295e-02,1.113607328998e-05,1.745466032912e-08
2700,8,1,25.793999910355,696,3.706034469879e-02,1.372605359214e-05,1.972134136802e-08
2700,8,0,99.888999938965,1583,6.310107387174e-02,2.337076810064e-05,-5.476267654455e-08
2700,8,3,107.557999849319,1624,6.623029547372e-02,2.452973906434e-05,-7.321754936324e-08
2700,16,3,124.254999876022,1693,7.339338445128e-02,2.718273498196e-05,-1.459998886615e-07
2700,16,0,127.240999937057,1695,7.506843654104e-02,2.780312464483e-05,-1.527930211933e-07
2700,16,2,136.502000093460,1761,7.751391260276e-02,2.870885651954e-05,-6.293085919320e-07
2700,16,1,137.426000118256,1768,7.772963807594e-02,2.878875484294e-05,-9.148937515222e-07
2700,32,2,135.959000110626,1754,7.751368307333e-02,2.870877150864e-05,-4.798416466826e-07
2700,32,1,139.792000055313,1794,7.792196212671e-02,2.885998597285e-05,1.400123683221e-06
2700,32,0,143.268000125885,1796,7.977060140639e-02,2.954466718755e-05,1.201624362887e-06
2700,32,3,147.935999870300,1814,8.155237038054e-02,3.020458162242e-05,5.020317185602e-07
2800,2,0,0.135999917984,4,3.399997949600e-02,1.214284982000e-05,3.035712455000e-06
2800,2,1,1.162000179291,57,2.038596805773e-02,7.280702877762e-06,1.277316294344e-07
2800,2,3,2.033999919891,120,1.694999933243e-02,6.053571190153e-06,5.044642658461e-08
2800,2,2,2.641999959946,163,1.620858871132e-02,5.788781682615e-06,3.551399805286e-08
2800,4,3,0.903000116348,58,1.556896752325e-02,5.560345544016e-06,9.586802662097e-08
2800,4,2,1.536999940872,101,1.521782119675e-02,5.434936141698e-06,5.381124892770e-08
2800,4,1,2.855999946594,216,1.322222197497e-02,4.722222133919e-06,2.186213950888e-08
2800,4,0,3.255000114441,247,1.317813811515e-02,4.706477898266e-06,1.905456638974e-08
2800,8,3,10.727999925613,491,2.184928701754e-02,7.803316791979e-06,1.589270222399e-08
2800,8,2,46.498000144958,1121,4.147903670380e-02,1.481394167993e-05,-5.989135419470e-08
2800,8,1,104.888000011444,1636,6.411246944465e-02,2.289731051595e-05,-9.572293206803e-08
2800,8,0,108.661000013351,1662,6.537966306459e-02,2.334987966593e-05,-1.269921384214e-07
2800,16,2,111.677000045776,1641,6.805423525032e-02,2.430508401797e-05,-1.063724412700e-07
2800,16,3,123.956000089645,1723,7.194196174675e-02,2.569355776670e-05,-4.466989256798e-07
2800,16,0,129.812000036240,1752,7.409360732662e-02,2.646200261665e-05,2.775772526503e-05
2800,16,1,133.208000183105,1781,7.479393609383e-02,2.671212003351e-05,4.568861733279e-07
2800,32,3,142.930999994278,1819,7.857669048613e-02,2.806310374505e-05,2.118763762667e-07
2800,32,2,152.401999950409,1863,8.180461618379e-02,2.921593435136e-05,1.350819769057e-07
2800,32,0,154.460000038147,1884,8.198513802449e-02,2.928040643732e-05,1.145384987743e-07
2800,32,1,157.190000057220,1905,8.251443572558e-02,2.946944133056e-05,1.000359307484e-07
2900,2,0,0.536000013351,18,2.977777851952e-02,1.026819948949e-05,5.704555271940e-07
2900,2,1,1.275999784470,51,2.501960361705e-02,8.627449523121e-06,1.691656769239e-07
2900,2,3,2.402999877930,131,1.834351051855e-02,6.325348454671e-06,4.828510270742e-08
2900,2,2,2.850999832153,156,1.827563994970e-02,6.301944810242e-06,4.039708211693e-08
2900,4,0,1.565999984741,106,1.477358476171e-02,5.094339573003e-06,4.805980729248e-08
2900,4,2,1.790999889374,130,1.377692222595e-02,4.750662836535e-06,3.654356028104e-08
2900,4,3,2.460999965668,154,1.598051925758e-02,5.510523881925e-06,3.578262260990e-08
2900,4,1,3.598000049591,227,1.585022048278e-02,5.465593269924e-06,2.407750339174e-08
2900,8,2,6.472999811172,348,1.860057417004e-02,6.413991093116e-06,1.843100888826e-08
2900,8,1,11.322999954224,528,2.144507567088e-02,7.394853679613e-06,1.400540469624e-08
2900,8,3,28.490000009537,773,3.685640363459e-02,1.270910470158e-05,1.644127387009e-08
2900,8,0,111.233999967575,1636,6.799144252297e-02,2.344532500792e-05,-1.343249746131e-07
2900,16,2,146.310999870300,1758,8.322582472713e-02,2.869856025074e-05,3.925693698964e-07
2900,16,1,151.463000059128,1781,8.504379565364e-02,2.932544677712e-05,2.488089130319e-07
2900,16,0,153.422000169754,1779,8.624058469351e-02,2.973813265293e-05,2.608754911038e-07
2900,16,3,157.370999813080,1831,8.594811568164e-02,2.963728126953e-05,1.389598840552e-07
2900,32,1,171.709000110626,1909,8.994709277665e-02,3.101623888850e-05,8.678832911115e-08
2900,32,0,177.243000030518,1929,9.188335926932e-02,3.168391698942e-05,-8.464799659116e-08
2900,32,2,181.046000003815,1948,9.293942505329e-02,3.204807760458e-05,-9.628773269279e-08
2900,32,3,182.865999937057,1955,9.353759587573e-02,3.225434340543e-05,-1.015341566081e-07
3000,2,2,0.266000032425,10,2.660000324249e-02,8.866667747498e-06,8.866667747498e-07
3000,2,1,0.611999988556,17,3.599999932682e-02,1.199999977561e-05,7.058823397415e-07
3000,2,0,0.762000083923,34,2.241176717422e-02,7.470589058072e-06,2.197232075904e-07
3000,2,3,0.942999839783,52,1.813461230351e-02,6.044870767838e-06,1.162475147661e-07
3000,4,0,1.384999990463,93,1.489247301573e-02,4.964157671911e-06,5.337803948292e-08
3000,4,2,2.730999946594,160,1.706874966621e-02,5.689583222071e-06,3.555989513795e-08
3000,4,1,3.589999914169,211,1.701421760270e-02,5.671405867566e-06,2.687870079415e-08
3000,4,3,4.028000116348,247,1.630769277874e-02,5.435897592913e-06,2.200768256240e-08
3000,8,0,62.187000036240,1149,5.412271543624e-02,1.804090514541e-05,-1.859857669619e-07
3000,8,2,63.358000040054,1130,5.606902658412e-02,1.868967552804e-05,-1.364687984399e-07
3000,8,3,82.202000141144,1354,6.071048754885e-02,2.023682918295e-05,6.821851990515e-08
3000,8,1,136.068000078201,1714,7.938623108413e-02,2.646207702804e-05,6.089323107491e-07
3000,16,1,154.828999996185,1819,8.511764705673e-02,2.837254901891e-05,1.158597556366e-07
3000,16,3,157.611999988556,1832,8.603275108546e-02,2.867758369515e-05,1.065855229846e-07
3000,16,0,167.887000083923,1888,8.892319919699e-02,2.964106639900e-05,7.980567901328e-08
3000,16,2,169.619999885559,1883,9.007966005606e-02,3.002655335202e-05,8.285736634460e-08
3000,32,2,170.200000047684,1904,8.939075632756e-02,2.979691877585e-05,-8.470806057123e-08
3000,32,3,170.743999958038,1886,9.053234356206e-02,3.017744785402e-05,8.204690917670e-08
3000,32,1,176.936000108719,1946,9.092291886368e-02,3.030763962123e-05,-1.160880154568e-07
3000,32,0,177.305999994278,1931,9.182081822593e-02,3.060693940864e-05,-1.043824493221e-07
