n,d,repeat,elapsed,rank,T_over_rank,T_over_nk,T_over_nk2
1900,32,1,53.974999904633,1386,3.894300137419e-02,2.049631651273e-05,-8.367245453097e-08
2000,2,1,0.139999866486,10,1.399998664856e-02,6.999993324280e-06,6.999993324280e-07
2000,2,0,0.157999992371,14,1.128571374076e-02,5.642856870379e-06,4.030612050271e-07
2000,2,2,0.250000000000,25,1.000000000000e-02,5.000000000000e-06,2.000000000000e-07
2000,2,3,0.576999902725,80,7.212498784065e-03,3.606249392033e-06,4.507811740041e-08
2000,4,3,1.058000087738,148,7.148649241473e-03,3.574324620737e-06,2.415084203200e-08
2000,4,2,1.417000055313,170,8.335294443018e-03,4.167647221509e-06,2.451557189123e-08
2000,4,1,1.961000204086,215,9.120931181797e-03,4.560465590898e-06,2.121146786464e-08
2000,4,0,5.128999948502,468,1.095940159936e-02,5.479700799681e-06,1.170876239248e-08
2000,8,1,5.472999811172,449,1.218930915629e-02,6.094654578143e-06,1.357384093128e-08
2000,8,3,28.437999963760,1044,2.723946356682e-02,1.361973178341e-05,-1.344525706125e-08
2000,8,2,35.233999967575,1202,2.931281195306e-02,1.465640597653e-05,-2.507116868111e-08
2000,8,0,39.323999881744,1272,3.091509424665e-02,1.545754712333e-05,-3.713316904957e-08
2000,16,1,49.264000177383,1371,3.593289582595e-02,1.796644791298e-05,-9.196444357394e-08
2000,16,2,49.654000043869,1343,3.697244977205e-02,1.848622488603e-05,-7.220621937419e-08
2000,16,0,51.839999914169,1394,3.718794828850e-02,1.859397414425e-05,-1.269047659099e-07
2000,16,3,56.995000123978,1450,3.930689663723e-02,1.965344831861e-05,-6.335079818780e-07
2000,32,1,56.578000068665,1456,3.885851653068e-02,1.942925826534e-05,-1.026911627241e-06
2000,32,2,58.169000148773,1449,4.014423750778e-02,2.007211875389e-05,-6.074121062475e-07
2000,32,0,59.427000045776,1471,4.039904829760e-02,2.019952414880e-05,1.816522626822e-06
2000,32,3,59.904000043869,1480,4.047567570532e-02,2.023783785266e-05,6.979157972685e-07
2100,2,3,0.121000051498,9,1.344445016649e-02,6.402119126900e-06,7.113465696556e-07
2100,2,0,0.175999879837,15,1.173332532247e-02,5.587297772604e-06,3.724865181736e-07
2100,2,1,0.204999923706,17,1.205881904153e-02,5.742294781682e-06,3.377820459813e-07
